ID,Overall_Experience,Seat_Comfort,Seat_Class,Arrival_Time_Convenient,Catering,Platform_Location,Onboard_Wifi_Service,Onboard_Entertainment,Online_Support,Ease_of_Online_Booking,Onboard_Service,Legroom,Baggage_Handling,CheckIn_Service,Cleanliness,Online_Boarding
98803515,1,Excellent,Ordinary,Excellent,Excellent,Very Convenient,Good,Acceptable,Acceptable,Good,Good,Good,Good,Excellent,Good,Poor
98803516,1,Excellent,Green Car,,Excellent,Convenient,Needs Improvement,Acceptable,Good,Acceptable,Acceptable,Excellent,Acceptable,Needs Improvement,Acceptable,Needs Improvement
98803517,1,Good,Green Car,Good,Good,Manageable,Needs Improvement,Good,Needs Improvement,Needs Improvement,Good,Excellent,Good,Excellent,Good,Needs Improvement
98803518,1,Excellent,Green Car,Excellent,Needs Improvement,Needs Improvement,Excellent,Excellent,Good,Excellent,Good,Excellent,Excellent,Acceptable,Good,Excellent
98803519,1,Good,Green Car,Good,Good,Convenient,Good,Excellent,Excellent,Poor,Good,Acceptable,Acceptable,Excellent,Acceptable,Excellent
98803520,0,Poor,Green Car,Needs Improvement,Needs Improvement,Needs Improvement,Needs Improvement,Poor,Needs Improvement,Needs Improvement,Good,Poor,Needs Improvement,Acceptable,Acceptable,Needs Improvement
98803521,1,Needs Improvement,Green Car,Needs Improvement,Needs Improvement,Needs Improvement,Needs Improvement,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Good
98803522,0,Needs Improvement,Green Car,Extremely Poor,Needs Improvement,Needs Improvement,Excellent,Needs Improvement,Acceptable,Excellent,Good,Excellent,Excellent,Acceptable,Excellent,Excellent
98803523,0,Acceptable,Green Car,Acceptable,Acceptable,Manageable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Excellent,Good,Good,Acceptable,Acceptable
98803524,1,Poor,Green Car,,Good,Inconvenient,Needs Improvement,Excellent,Good,Excellent,Excellent,Excellent,Excellent,Acceptable,Excellent,Acceptable
98803525,1,Excellent,Ordinary,Excellent,Acceptable,Manageable,Good,Acceptable,Needs Improvement,Good,Needs Improvement,Needs Improvement,Acceptable,Acceptable,Excellent,Good
98803526,1,Poor,Green Car,Poor,Poor,Inconvenient,Good,Good,Excellent,Good,,Excellent,Good,Acceptable,Good,Acceptable
98803527,1,Excellent,Ordinary,Excellent,Excellent,Very Convenient,Excellent,Good,Excellent,Excellent,Acceptable,Excellent,Excellent,Acceptable,Good,Excellent
98803528,1,Excellent,Green Car,Excellent,Excellent,Very Convenient,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Excellent,Acceptable,Excellent,Excellent
98803529,1,Needs Improvement,Green Car,Needs Improvement,Needs Improvement,Needs Improvement,Good,Good,Good,Good,Acceptable,Poor,Good,Acceptable,Good,Good
98803530,1,Acceptable,Green Car,Acceptable,Acceptable,Manageable,Good,Good,Good,Good,Excellent,Acceptable,Excellent,Good,Good,Good
98803531,0,Good,Ordinary,Acceptable,Good,Convenient,Acceptable,Good,Acceptable,Acceptable,Needs Improvement,Needs Improvement,Good,Good,Good,Acceptable
98803532,1,Excellent,Green Car,Excellent,Excellent,Very Convenient,Needs Improvement,Poor,Good,Excellent,Excellent,Excellent,Excellent,Poor,Excellent,Good
98803533,0,Needs Improvement,Ordinary,Poor,Poor,Inconvenient,Needs Improvement,Needs Improvement,Needs Improvement,Needs Improvement,Poor,Excellent,Acceptable,Needs Improvement,Good,Needs Improvement
98803534,0,Good,Ordinary,Acceptable,Good,Manageable,Excellent,Good,Excellent,Excellent,Needs Improvement,Excellent,Acceptable,Needs Improvement,Needs Improvement,Excellent
98803535,1,Excellent,Ordinary,Excellent,Excellent,Very Convenient,Good,Good,Good,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent
98803536,0,Acceptable,Green Car,Excellent,Acceptable,Very Convenient,Excellent,Acceptable,Excellent,Excellent,,Excellent,Good,Excellent,Excellent,Excellent
98803537,1,Excellent,Ordinary,Excellent,Excellent,Very Convenient,Needs Improvement,Needs Improvement,Needs Improvement,Needs Improvement,Acceptable,Good,Good,Good,Excellent,Needs Improvement
98803538,1,Acceptable,Green Car,Acceptable,Acceptable,Manageable,Excellent,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent
98803539,0,Acceptable,Ordinary,Needs Improvement,Needs Improvement,Needs Improvement,Poor,Good,Acceptable,Acceptable,,Acceptable,Acceptable,Needs Improvement,Acceptable,Acceptable
98803540,1,Poor,Green Car,Poor,Poor,Inconvenient,Good,Excellent,Good,Acceptable,Acceptable,Acceptable,Acceptable,Excellent,Acceptable,Excellent
98803541,0,Needs Improvement,Ordinary,Poor,Poor,Inconvenient,Needs Improvement,Good,Good,Needs Improvement,Needs Improvement,Acceptable,Needs Improvement,Acceptable,Needs Improvement,Good
98803542,1,Good,Green Car,,Good,Convenient,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Good,Acceptable,Excellent,Acceptable
98803543,1,Acceptable,Green Car,Acceptable,,Manageable,Acceptable,Good,Acceptable,Acceptable,Good,Acceptable,Good,Excellent,Excellent,Acceptable
98803544,0,Acceptable,Ordinary,Extremely Poor,Acceptable,Inconvenient,Excellent,Acceptable,Excellent,Excellent,Acceptable,Excellent,Good,Excellent,Acceptable,Excellent
98803545,1,Poor,Green Car,Poor,Poor,Inconvenient,Acceptable,Excellent,Excellent,Needs Improvement,Needs Improvement,Needs Improvement,Needs Improvement,Acceptable,Needs Improvement,Acceptable
98803546,0,Acceptable,Green Car,Acceptable,Acceptable,Needs Improvement,Good,Acceptable,Good,Good,Poor,Poor,Needs Improvement,Excellent,Needs Improvement,Good
98803547,0,Needs Improvement,Ordinary,Poor,Needs Improvement,Manageable,Excellent,Needs Improvement,Good,Excellent,Acceptable,Excellent,Good,Acceptable,Acceptable,Excellent
98803548,0,Good,Ordinary,Needs Improvement,Needs Improvement,Needs Improvement,Needs Improvement,Good,Good,Good,Good,Good,Good,Poor,Good,Acceptable
98803549,0,Acceptable,Ordinary,Good,Acceptable,Convenient,Good,Acceptable,Good,Good,Acceptable,Good,Good,Poor,Good,Good
98803550,0,Acceptable,Green Car,Excellent,,Needs Improvement,Acceptable,Needs Improvement,Acceptable,Acceptable,Excellent,Excellent,Excellent,Excellent,Good,Acceptable
98803551,0,Acceptable,Green Car,Acceptable,Acceptable,Inconvenient,Excellent,Acceptable,Excellent,Excellent,Poor,Acceptable,Excellent,Needs Improvement,Good,Excellent
98803552,1,Good,Green Car,Good,Good,Convenient,Needs Improvement,Excellent,Good,Good,Good,Good,Good,Excellent,Good,Excellent
98803553,1,Excellent,Green Car,Excellent,Needs Improvement,Very Convenient,Good,Excellent,Good,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Acceptable
98803554,0,Needs Improvement,Ordinary,Excellent,Needs Improvement,Needs Improvement,Needs Improvement,Needs Improvement,Needs Improvement,Needs Improvement,Good,Acceptable,Excellent,Excellent,Good,Needs Improvement
98803555,1,Excellent,Green Car,Acceptable,Excellent,Very Convenient,Excellent,Excellent,Needs Improvement,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent
98803556,1,Good,Green Car,Excellent,,Very Convenient,Needs Improvement,Needs Improvement,Poor,Good,Good,Good,Good,Poor,Good,Needs Improvement
98803557,1,Acceptable,Green Car,Good,Good,Convenient,Acceptable,Acceptable,Acceptable,Acceptable,Needs Improvement,Excellent,Acceptable,Good,Acceptable,Acceptable
98803558,1,Extremely Poor,Green Car,Extremely Poor,Extremely Poor,Manageable,Excellent,Good,Good,Poor,Poor,Poor,Poor,Excellent,Poor,Good
98803559,0,Acceptable,Ordinary,Acceptable,Acceptable,Convenient,Excellent,Acceptable,Excellent,Excellent,Acceptable,Good,Acceptable,Poor,Good,Excellent
98803560,0,Acceptable,Ordinary,Excellent,Acceptable,Needs Improvement,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Needs Improvement,Excellent,Excellent,Good,Acceptable
98803561,0,Needs Improvement,Ordinary,Excellent,Needs Improvement,Manageable,Poor,Needs Improvement,Poor,Poor,Acceptable,Needs Improvement,Good,Good,Excellent,Poor
98803562,0,Good,Ordinary,Excellent,Good,Inconvenient,Acceptable,Good,Acceptable,Acceptable,Needs Improvement,Needs Improvement,Excellent,Good,Needs Improvement,Acceptable
98803563,0,Acceptable,Green Car,Excellent,Acceptable,Manageable,Needs Improvement,Good,Good,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Good
98803564,1,Good,Ordinary,Good,Good,Convenient,Excellent,Excellent,Good,Acceptable,Acceptable,Good,Acceptable,Excellent,Acceptable,Good
98803565,1,Good,Green Car,Good,Good,Convenient,Excellent,Excellent,Excellent,Excellent,Poor,Poor,Poor,Needs Improvement,Excellent,Excellent
98803566,1,Acceptable,Ordinary,Acceptable,Acceptable,Manageable,Needs Improvement,Good,Excellent,Good,Good,Good,Excellent,Excellent,Good,Good
98803567,0,Needs Improvement,Green Car,Acceptable,Acceptable,Convenient,Needs Improvement,Acceptable,Needs Improvement,Needs Improvement,Acceptable,Acceptable,Excellent,Acceptable,Good,Needs Improvement
98803568,1,Excellent,Ordinary,Excellent,Excellent,Very Convenient,Good,Good,Good,Good,Acceptable,Needs Improvement,Good,Acceptable,Good,Good
98803569,1,Good,Green Car,Good,,Convenient,Acceptable,Excellent,Good,Acceptable,Acceptable,Acceptable,Acceptable,Excellent,Acceptable,Excellent
98803570,0,Needs Improvement,Green Car,Needs Improvement,,Manageable,Good,Poor,Poor,Good,Good,Good,Good,Good,Acceptable,Good
98803571,0,Acceptable,Green Car,Poor,Needs Improvement,Convenient,Good,Needs Improvement,Good,Good,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Good
98803572,0,Good,Green Car,Poor,Good,Manageable,Acceptable,Good,Acceptable,Acceptable,Needs Improvement,Poor,Acceptable,Poor,Good,Acceptable
98803573,0,Good,Ordinary,Good,,Convenient,Poor,Good,Poor,Poor,Good,Excellent,Acceptable,Good,Acceptable,Poor
98803574,0,Needs Improvement,Green Car,Excellent,Needs Improvement,Manageable,Good,Needs Improvement,Good,Good,Good,Excellent,Excellent,Excellent,Good,Good
98803575,0,Needs Improvement,Green Car,Excellent,,Manageable,Good,Needs Improvement,Good,Good,Acceptable,Needs Improvement,Good,Excellent,Good,Good
98803576,1,Good,Green Car,Acceptable,Acceptable,Manageable,Good,Good,Good,Good,Acceptable,Acceptable,Poor,Acceptable,Acceptable,Good
98803577,1,Needs Improvement,Green Car,Needs Improvement,Needs Improvement,Needs Improvement,Excellent,Good,Excellent,Acceptable,Acceptable,Good,Acceptable,Excellent,Acceptable,Good
98803578,0,Acceptable,Ordinary,Acceptable,Acceptable,Convenient,Good,Acceptable,Acceptable,Good,Excellent,Acceptable,Poor,Needs Improvement,Excellent,Good
98803579,0,Good,Green Car,Poor,Poor,Inconvenient,Excellent,Acceptable,Acceptable,Good,Good,Good,Good,Acceptable,Good,Good
98803580,1,Good,Green Car,Good,Acceptable,Convenient,Good,Good,Good,Good,Acceptable,Acceptable,Acceptable,Excellent,Excellent,Good
98803581,1,Poor,Green Car,Poor,,Inconvenient,Acceptable,Acceptable,Good,Good,Good,Good,Good,Excellent,Good,Good
98803582,1,Acceptable,Green Car,Acceptable,Excellent,Manageable,Poor,Needs Improvement,Acceptable,Good,Good,Excellent,Excellent,Good,Good,Acceptable
98803583,1,Good,Green Car,Extremely Poor,Good,Convenient,Acceptable,Good,Poor,Acceptable,,Poor,Poor,Good,Excellent,Acceptable
98803584,0,Needs Improvement,Ordinary,Excellent,Needs Improvement,Inconvenient,Needs Improvement,Needs Improvement,Needs Improvement,Needs Improvement,,Good,Good,Good,Excellent,Needs Improvement
98803585,0,Poor,Ordinary,Needs Improvement,Poor,Convenient,Needs Improvement,Poor,Needs Improvement,Needs Improvement,Needs Improvement,Good,Acceptable,Acceptable,Good,Needs Improvement
98803586,1,Excellent,Ordinary,Excellent,,Very Convenient,Good,Good,Excellent,Good,Good,Good,Good,Good,Good,Acceptable
98803587,0,Needs Improvement,Green Car,,Poor,Convenient,Acceptable,Poor,Acceptable,Acceptable,Poor,Needs Improvement,Acceptable,Good,Good,Acceptable
98803588,1,Good,Ordinary,Acceptable,Good,Manageable,Good,Good,Good,Good,Poor,Acceptable,Needs Improvement,Good,Acceptable,Good
98803589,0,Poor,Green Car,Good,,Very Convenient,Poor,Needs Improvement,Poor,Poor,Acceptable,Good,Good,Good,Acceptable,Poor
98803590,1,Acceptable,Ordinary,Acceptable,Acceptable,Manageable,Needs Improvement,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Good
98803591,0,Needs Improvement,Green Car,Poor,Acceptable,Manageable,Acceptable,Acceptable,Acceptable,Needs Improvement,Needs Improvement,Needs Improvement,Needs Improvement,Needs Improvement,Needs Improvement,Poor
98803592,1,Acceptable,Green Car,Acceptable,Acceptable,Manageable,Needs Improvement,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Acceptable
98803593,1,Good,Green Car,Good,Good,Convenient,Good,Excellent,Good,Good,,Good,Good,Good,Good,Acceptable
98803594,0,Needs Improvement,Green Car,,Needs Improvement,Inconvenient,Poor,Needs Improvement,Poor,Poor,Good,Excellent,Excellent,Acceptable,Excellent,Poor
98803595,0,Acceptable,Green Car,Good,Good,Needs Improvement,Poor,Good,Poor,Poor,Good,Needs Improvement,Good,Good,Excellent,Poor
98803596,0,Poor,Green Car,Needs Improvement,Needs Improvement,Needs Improvement,Excellent,Good,Good,Needs Improvement,Needs Improvement,Needs Improvement,Poor,Poor,Needs Improvement,Good
98803597,0,Good,Ordinary,Good,Good,Convenient,Good,Good,Excellent,Good,Needs Improvement,Poor,Acceptable,Poor,Good,Good
98803598,0,Needs Improvement,Green Car,Excellent,Needs Improvement,Convenient,Acceptable,Needs Improvement,Excellent,Acceptable,Acceptable,Needs Improvement,Excellent,Excellent,Excellent,Acceptable
98803599,0,Acceptable,Green Car,,Excellent,Very Convenient,Needs Improvement,Good,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Needs Improvement
98803600,1,Excellent,Green Car,Excellent,Excellent,Very Convenient,Excellent,Good,Excellent,Good,Good,Good,Good,Acceptable,Good,Good
98803601,1,Needs Improvement,Green Car,Needs Improvement,Needs Improvement,Needs Improvement,Good,Good,Good,Good,Good,Excellent,Good,Acceptable,Good,Good
98803602,0,Poor,Green Car,Needs Improvement,,Needs Improvement,Poor,Poor,Poor,Poor,Poor,Excellent,Needs Improvement,Needs Improvement,Needs Improvement,Poor
98803603,1,Excellent,Ordinary,Excellent,Excellent,Very Convenient,Needs Improvement,Needs Improvement,Needs Improvement,Good,Good,Good,Excellent,Needs Improvement,Excellent,Needs Improvement
98803604,1,Acceptable,Green Car,Acceptable,Acceptable,Manageable,Acceptable,Excellent,Good,Needs Improvement,,Needs Improvement,Needs Improvement,Excellent,Needs Improvement,Good
98803605,1,Needs Improvement,Ordinary,,Needs Improvement,Needs Improvement,Needs Improvement,Excellent,Excellent,Good,Good,Good,Good,Acceptable,Good,Acceptable
98803606,1,Needs Improvement,Ordinary,Needs Improvement,Needs Improvement,Needs Improvement,Excellent,Excellent,Excellent,Good,Excellent,Good,Excellent,Excellent,Excellent,Excellent
98803607,0,Acceptable,Green Car,Good,Acceptable,Manageable,Poor,Acceptable,Acceptable,Poor,Good,Excellent,Excellent,Acceptable,Excellent,Poor
98803608,0,Acceptable,Green Car,Good,,Convenient,Excellent,Acceptable,Excellent,Excellent,Acceptable,Good,Acceptable,Needs Improvement,Acceptable,Excellent
98803609,0,Needs Improvement,Ordinary,,Good,Manageable,Needs Improvement,Needs Improvement,Needs Improvement,Needs Improvement,Poor,Acceptable,Needs Improvement,Good,Acceptable,Needs Improvement
98803610,0,Poor,Green Car,Acceptable,Poor,Convenient,Poor,Poor,Needs Improvement,Poor,Acceptable,Acceptable,Good,Needs Improvement,Good,Poor
98803611,0,Acceptable,Ordinary,Acceptable,,Manageable,Acceptable,Acceptable,Acceptable,Acceptable,Good,Acceptable,Acceptable,Acceptable,Needs Improvement,Acceptable
98803612,0,Needs Improvement,Green Car,Needs Improvement,Needs Improvement,Convenient,Excellent,Needs Improvement,Excellent,Excellent,Poor,Acceptable,Acceptable,Good,Acceptable,Excellent
98803613,1,Needs Improvement,Green Car,Needs Improvement,Needs Improvement,Needs Improvement,Good,Excellent,Good,Needs Improvement,Needs Improvement,Needs Improvement,Needs Improvement,Good,Needs Improvement,Good
98803614,1,Good,Green Car,Poor,Poor,Inconvenient,Good,Good,Good,Good,,Needs Improvement,Acceptable,Needs Improvement,Excellent,Good
98803615,0,Acceptable,Green Car,,Good,Convenient,Acceptable,Acceptable,Acceptable,Acceptable,Needs Improvement,Good,Acceptable,Poor,Good,Acceptable
98803616,0,Acceptable,Green Car,Acceptable,Acceptable,Manageable,Poor,Acceptable,Poor,Poor,Acceptable,Acceptable,Good,Excellent,Excellent,Poor
98803617,1,Poor,Ordinary,Poor,Poor,Inconvenient,Needs Improvement,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Acceptable
98803618,1,Needs Improvement,Ordinary,Needs Improvement,Needs Improvement,Needs Improvement,Needs Improvement,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Good
98803619,0,Needs Improvement,Ordinary,Needs Improvement,Needs Improvement,Manageable,Acceptable,Needs Improvement,Acceptable,Acceptable,Acceptable,Poor,Good,Acceptable,Acceptable,Acceptable
98803620,1,Good,Green Car,Good,Good,Convenient,Excellent,Good,Excellent,Excellent,Needs Improvement,Poor,Good,Excellent,Good,Excellent
98803621,1,Needs Improvement,Ordinary,Needs Improvement,Needs Improvement,Needs Improvement,Acceptable,Excellent,Poor,Acceptable,Acceptable,Needs Improvement,Acceptable,Poor,Acceptable,Poor
98803622,1,Needs Improvement,Green Car,Needs Improvement,,Needs Improvement,Excellent,Excellent,Excellent,Good,Good,Good,Good,Acceptable,Good,Excellent
98803623,1,Good,Green Car,Acceptable,Good,Manageable,Good,Good,Good,Good,,Poor,Poor,Excellent,Good,Good
98803624,1,Good,Ordinary,Good,Good,Convenient,Acceptable,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent
98803625,0,Acceptable,Ordinary,Extremely Poor,Acceptable,Manageable,Acceptable,Acceptable,Acceptable,Acceptable,Needs Improvement,Acceptable,Good,Poor,Needs Improvement,Acceptable
98803626,1,Needs Improvement,Green Car,Needs Improvement,Needs Improvement,Needs Improvement,Needs Improvement,Excellent,Good,Good,Good,Good,Good,Acceptable,Good,Excellent
98803627,1,Good,Ordinary,Good,Good,Convenient,Acceptable,Excellent,Excellent,Good,Good,Good,Good,Good,Good,Good
98803628,1,Good,Green Car,Good,Good,Convenient,Good,Good,Good,Good,Excellent,Good,Excellent,Acceptable,Excellent,Good
98803629,1,Extremely Poor,Green Car,Good,Extremely Poor,Needs Improvement,Acceptable,Extremely Poor,Poor,Acceptable,Acceptable,Needs Improvement,Excellent,Acceptable,Excellent,Acceptable
98803630,1,Acceptable,Green Car,Acceptable,Acceptable,Manageable,Acceptable,Good,Good,Excellent,,Excellent,Excellent,Excellent,Excellent,Acceptable
98803631,1,Excellent,Green Car,Excellent,,Very Convenient,Needs Improvement,Excellent,Excellent,Needs Improvement,Needs Improvement,Needs Improvement,Needs Improvement,Acceptable,Needs Improvement,Excellent
98803632,1,Needs Improvement,Ordinary,Needs Improvement,Needs Improvement,Needs Improvement,Needs Improvement,Acceptable,Good,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Acceptable
98803633,0,Needs Improvement,Ordinary,Acceptable,Acceptable,Manageable,Needs Improvement,Needs Improvement,Needs Improvement,Needs Improvement,Good,Good,Needs Improvement,Acceptable,Acceptable,Needs Improvement
