ID,Gender,Customer_Type,Age,Type_Travel,Travel_Class,Travel_Distance,Departure_Delay_in_Mins,Arrival_Delay_in_Mins
98809111,Male,Loyal Customer,25,Business Travel,Business,1453,96,86
98809112,Female,Loyal Customer,56,Business Travel,Business,3510,0,0
98809113,Male,Loyal Customer,53,Personal Travel,Eco,2513,8,13
98809114,Female,,32,Business Travel,Business,3415,14,21
98809115,Male,Loyal Customer,9,Personal Travel,Eco,2751,0,0
98809116,Female,Loyal Customer,46,Personal Travel,Eco,2583,0,0
98809117,Female,Loyal Customer,37,Personal Travel,Eco,3597,0,0
98809118,Female,Disloyal Customer,22,Business Travel,Business,1428,24,14
98809119,Female,Loyal Customer,49,,Business,2772,1,0
98809120,Female,Loyal Customer,31,Business Travel,Business,2241,15,6
98809121,Male,,14,Personal Travel,Eco,1274,0,0
98809122,Male,Loyal Customer,33,Business Travel,Business,2145,0,0
98809123,Male,Loyal Customer,44,Business Travel,Eco,2456,43,23
98809124,Male,Loyal Customer,37,,Eco,2710,0,16
98809125,Female,,25,Business Travel,Eco,2014,0,0
98809126,Female,Loyal Customer,24,Business Travel,Eco,1350,0,0
98809127,Female,Loyal Customer,25,Personal Travel,Business,1138,0,0
98809128,Male,Loyal Customer,52,Business Travel,Business,480,0,1
98809129,Male,Loyal Customer,41,Business Travel,Business,2288,0,0
98809130,Female,Loyal Customer,39,Business Travel,Business,1816,27,17
98809131,Male,Loyal Customer,38,Personal Travel,Eco,2438,0,0
98809132,Male,Loyal Customer,41,Business Travel,Business,366,0,0
98809133,Male,Disloyal Customer,47,Business Travel,Eco,2208,0,0
98809134,Male,Loyal Customer,41,Business Travel,Business,555,0,0
98809135,Male,Loyal Customer,59,Personal Travel,Eco,1880,36,26
98809136,Male,Loyal Customer,60,Business Travel,Business,1823,17,4
98809137,Male,Disloyal Customer,50,Business Travel,Business,1704,53,47
98809138,Female,Loyal Customer,40,Business Travel,Eco,1782,6,0
98809139,Female,Loyal Customer,25,Personal Travel,Eco,1879,54,53
98809140,Male,Disloyal Customer,22,Business Travel,Eco,1566,45,45
98809141,Female,Loyal Customer,42,Business Travel,Business,334,52,51
98809142,Male,Loyal Customer,16,Personal Travel,Eco,1093,0,0
98809143,Male,Loyal Customer,55,Business Travel,Eco,1569,51,45
98809144,Male,Loyal Customer,66,Personal Travel,Eco,1605,0,0
98809145,Female,Loyal Customer,47,Business Travel,Eco,746,101,108
98809146,Female,Loyal Customer,44,Business Travel,Eco,91,0,0
98809147,Male,Loyal Customer,52,Business Travel,Business,3874,0,0
98809148,Female,Loyal Customer,44,Personal Travel,Eco,418,0,0
98809149,Male,Loyal Customer,59,Personal Travel,Eco,2053,0,0
98809150,Male,Loyal Customer,60,Business Travel,Business,1612,29,22
98809151,Female,Loyal Customer,75,Business Travel,Eco,251,0,0
98809152,Female,Disloyal Customer,26,Business Travel,Eco,1673,3,0
98809153,Male,Loyal Customer,33,Business Travel,Business,5431,0,0
98809154,Female,Loyal Customer,57,Business Travel,Business,1706,0,0
98809155,Male,Disloyal Customer,37,,Eco,2517,0,3
98809156,Male,Loyal Customer,17,Personal Travel,Eco,3440,6,14
98809157,Male,Disloyal Customer,30,Business Travel,Eco,1956,2,0
98809158,Female,Loyal Customer,8,Personal Travel,Eco,2117,132,128
98809159,Female,Loyal Customer,30,Business Travel,Business,2005,1,26
98809160,Female,Loyal Customer,36,Business Travel,Business,2621,0,0
98809161,Male,Loyal Customer,24,Personal Travel,Eco,1645,0,0
98809162,Male,,22,Business Travel,Eco,2018,0,0
98809163,Male,Loyal Customer,10,Personal Travel,Eco,1906,0,0
98809164,Female,Loyal Customer,33,Business Travel,Eco,1605,0,0
98809165,Male,Loyal Customer,53,,Business,2460,0,0
98809166,Female,,68,Business Travel,Eco,314,4,6
98809167,Female,Loyal Customer,39,Business Travel,Business,1374,0,0
98809168,Female,Loyal Customer,46,Business Travel,Business,1810,0,5
98809169,Female,Disloyal Customer,25,Business Travel,Business,2020,0,0
98809170,Male,Loyal Customer,45,Business Travel,Business,3590,0,0
98809171,Male,Loyal Customer,67,Personal Travel,Eco,1476,0,0
98809172,Male,Loyal Customer,42,Personal Travel,Eco,2406,0,0
98809173,Female,Loyal Customer,54,Business Travel,Business,3959,0,0
98809174,Male,,45,Business Travel,Business,823,0,0
98809175,Female,Loyal Customer,55,Personal Travel,Business,748,0,0
98809176,Male,Loyal Customer,24,Personal Travel,Business,3189,2,0
98809177,Male,Loyal Customer,50,Business Travel,Business,1857,0,0
98809178,Female,Loyal Customer,49,Business Travel,Business,3324,0,0
98809179,Female,Disloyal Customer,54,Business Travel,Eco,1747,0,0
98809180,Female,Loyal Customer,25,Personal Travel,Eco,1665,4,0
98809181,Female,Loyal Customer,57,Business Travel,Business,3601,68,67
98809182,Female,Disloyal Customer,26,Business Travel,Eco,1423,0,0
98809183,Male,,20,Personal Travel,Eco,2251,0,0
98809184,Female,Loyal Customer,48,Business Travel,Business,256,0,0
98809185,Female,Loyal Customer,54,Business Travel,Business,3890,0,0
98809186,Male,Loyal Customer,53,Business Travel,Business,3024,2,0
98809187,Male,Loyal Customer,16,Business Travel,Business,4278,39,24
98809188,Female,Loyal Customer,45,Business Travel,Business,1011,0,0
98809189,Female,Loyal Customer,13,,Business,3450,0,2
98809190,Female,Disloyal Customer,21,Business Travel,Business,1731,0,0
98809191,Female,Loyal Customer,48,Business Travel,Business,2842,15,17
98809192,Male,,53,Personal Travel,Eco,1685,0,16
98809193,Female,Disloyal Customer,34,Business Travel,Eco,1694,0,0
98809194,Male,Disloyal Customer,21,Business Travel,Business,2058,0,0
98809195,Male,Loyal Customer,39,Business Travel,Business,253,0,0
98809196,Male,Loyal Customer,60,Business Travel,Business,467,4,0
98809197,Male,Loyal Customer,10,Personal Travel,Eco,1576,6,9
98809198,Female,Loyal Customer,47,Personal Travel,Eco,1049,0,0
98809199,Female,Loyal Customer,24,Business Travel,Eco,3386,12,4
98809200,Female,Loyal Customer,44,Business Travel,Business,3474,0,0
98809201,Male,Loyal Customer,29,Business Travel,Business,4739,0,0
98809202,Male,Loyal Customer,48,Business Travel,Business,1652,0,0
98809203,Male,Loyal Customer,51,Business Travel,Business,3780,24,17
98809204,Male,Loyal Customer,60,Business Travel,Business,292,36,NA
98809205,Female,Loyal Customer,20,Business Travel,Business,2914,2,23
98809206,Female,Loyal Customer,47,Business Travel,Business,3775,9,95
98809207,Female,Loyal Customer,43,Business Travel,Business,922,0,0
98809208,Female,Loyal Customer,57,,Eco,207,9,20
98809209,Female,Loyal Customer,62,Personal Travel,Eco,1413,56,58
98809210,Male,Loyal Customer,11,Business Travel,Eco,2373,37,28
98809211,Female,Loyal Customer,56,Business Travel,Business,1121,0,0
98809212,Male,Disloyal Customer,25,Business Travel,Eco,2396,6,4
98809213,Male,Disloyal Customer,25,Business Travel,Business,1624,0,5
98809214,Male,Disloyal Customer,33,Business Travel,Business,1646,0,8
98809215,Male,Loyal Customer,28,Personal Travel,Eco,972,11,15
98809216,Male,Disloyal Customer,26,Business Travel,Eco,2122,0,0
98809217,Male,Loyal Customer,65,Personal Travel,Eco,1824,21,4
98809218,Male,Loyal Customer,26,Personal Travel,Business,2078,0,0
98809219,Male,Loyal Customer,51,Business Travel,Business,3739,6,0
98809220,Female,Loyal Customer,52,Business Travel,Business,419,0,0
98809221,Male,Loyal Customer,16,Personal Travel,Eco,1451,0,0
98809222,Male,Loyal Customer,33,Business Travel,Business,3889,3,5
98809223,Female,Disloyal Customer,34,,Eco,1999,46,41
98809224,Female,Disloyal Customer,42,Business Travel,Eco,2076,7,0
98809225,Male,Disloyal Customer,39,Business Travel,Eco,1709,0,0
98809226,Male,Loyal Customer,51,Business Travel,Business,334,0,0
98809227,Male,Loyal Customer,67,Business Travel,Business,350,0,8
98809228,Female,Loyal Customer,15,Personal Travel,Eco,2161,85,73
98809229,Male,Loyal Customer,37,Business Travel,Business,986,0,26
98809230,Female,Loyal Customer,8,,Eco,1697,0,0
98809231,Female,Loyal Customer,60,Business Travel,Eco,2699,0,0
98809232,Male,Loyal Customer,13,Personal Travel,Eco,1824,0,0
98809233,Female,,48,Business Travel,Business,2432,0,0
98809234,Male,Loyal Customer,59,Personal Travel,Eco,1910,26,10
98809235,Female,Loyal Customer,27,Business Travel,Business,3518,51,40
98809236,Female,Loyal Customer,53,Business Travel,Business,2102,19,13
98809237,Female,Disloyal Customer,26,Business Travel,Eco,2069,0,0
98809238,Male,Loyal Customer,22,Business Travel,Business,4771,0,0
98809239,Female,Loyal Customer,24,,Business,3304,0,0
98809240,Female,Loyal Customer,45,Personal Travel,Eco,2499,23,2
98809241,Male,Loyal Customer,17,,Eco,2819,0,0
98809242,Female,,50,Personal Travel,Eco,1613,0,0
98809243,Male,Disloyal Customer,36,Business Travel,Eco,2152,0,0
98809244,Male,,53,Personal Travel,Eco,2218,0,0
98809245,Male,Loyal Customer,37,Business Travel,Business,1914,13,0
98809246,Male,,36,Business Travel,Business,508,33,28
98809247,Male,Disloyal Customer,19,Business Travel,Eco,1247,28,25
98809248,Male,Loyal Customer,68,Personal Travel,Eco,1788,0,0
98809249,Female,Loyal Customer,43,Business Travel,Business,3804,0,1
98809250,Male,Loyal Customer,37,Business Travel,Business,3133,5,22
98809251,Female,Loyal Customer,58,Personal Travel,Eco,270,110,112
98809252,Male,Loyal Customer,52,Business Travel,Business,327,17,15
98809253,Male,Loyal Customer,61,Business Travel,Eco,2155,0,0
98809254,Female,Loyal Customer,49,Business Travel,Business,945,29,20
98809255,Male,Loyal Customer,32,Personal Travel,Eco,2033,3,0
98809256,Male,Loyal Customer,14,Personal Travel,Eco,971,45,45
98809257,Female,Loyal Customer,31,Business Travel,Eco,2038,4,0
98809258,Female,Loyal Customer,50,Business Travel,Business,1705,0,0
98809259,Female,Loyal Customer,64,Personal Travel,Eco,584,1,3
98809260,Male,Loyal Customer,60,Business Travel,Business,2617,0,3
98809261,Female,Loyal Customer,58,Personal Travel,Business,893,0,0
98809262,Female,Loyal Customer,47,Personal Travel,Eco,1017,33,38
98809263,Female,Loyal Customer,46,Personal Travel,Eco,640,41,33
98809264,Female,Loyal Customer,51,Business Travel,Business,1993,0,0
98809265,Male,Loyal Customer,36,Personal Travel,Eco,1994,0,0
98809266,Female,,27,Business Travel,Eco,1676,0,0
98809267,Male,Loyal Customer,62,Personal Travel,Eco,1288,0,0
98809268,Male,Loyal Customer,53,Business Travel,Business,3128,0,0
98809269,Female,Loyal Customer,33,Business Travel,Eco,1608,96,78
98809270,Female,Loyal Customer,52,Business Travel,Eco,404,6,0
98809271,Male,Loyal Customer,14,,Business,2905,0,0
98809272,Male,Loyal Customer,25,Business Travel,Business,4128,0,0
98809273,Female,Disloyal Customer,36,Business Travel,Business,2312,0,0
98809274,Female,Loyal Customer,50,,Eco,84,0,0
98809275,Female,Loyal Customer,55,Business Travel,Business,3887,4,0
98809276,Female,Loyal Customer,43,Business Travel,Business,1667,28,16
98809277,Male,Disloyal Customer,46,,Eco,2971,0,0
98809278,Female,Loyal Customer,66,,Business,429,0,0
98809279,Female,Disloyal Customer,37,Business Travel,Business,1292,1,0
98809280,Male,Loyal Customer,24,Business Travel,Business,1997,0,0
98809281,Male,Loyal Customer,60,,Business,573,0,26
98809282,Male,Disloyal Customer,26,Business Travel,Eco,1626,0,0
98809283,Female,,31,Business Travel,Business,4644,16,19
98809284,Male,Loyal Customer,8,Personal Travel,Eco,1679,3,0
98809285,Female,Loyal Customer,43,Personal Travel,Eco,286,1,5
98809286,Male,,51,Personal Travel,Eco,1324,16,4
98809287,Female,Disloyal Customer,35,Business Travel,Eco,2622,4,6
98809288,Female,Loyal Customer,8,Personal Travel,Eco,1740,0,0
98809289,Male,Loyal Customer,35,Personal Travel,Eco,2110,4,6
98809290,Female,Loyal Customer,69,Personal Travel,Eco,628,6,0
98809291,Female,Disloyal Customer,20,Business Travel,Eco,1588,2,10
98809292,Female,,23,Business Travel,Eco,1816,111,140
98809293,Male,Disloyal Customer,26,Business Travel,Business,2427,0,0
98809294,Female,Loyal Customer,45,Business Travel,Eco,346,0,7
98809295,Male,Loyal Customer,80,Business Travel,Business,3527,30,29
98809296,Female,Loyal Customer,49,Business Travel,Business,1647,15,5
98809297,Male,Disloyal Customer,42,,Business,2184,10,0
98809298,Female,,32,Personal Travel,Eco,2090,10,1
98809299,Female,,67,Business Travel,Eco,65,0,0
98809300,Female,Loyal Customer,66,Personal Travel,Business,815,32,27
98809301,Male,Loyal Customer,70,Personal Travel,Eco,1871,0,0
98809302,Male,Loyal Customer,36,Personal Travel,Eco,2513,0,0
98809303,Male,Loyal Customer,35,Personal Travel,Eco,2169,0,30
98809304,Female,Disloyal Customer,22,Business Travel,Business,2040,0,0
98809305,Male,Loyal Customer,60,Business Travel,Business,2723,207,223
98809306,Female,,49,Business Travel,Business,2801,21,15
98809307,Female,Loyal Customer,48,Business Travel,Business,3447,0,0
98809308,Female,Loyal Customer,60,Personal Travel,Eco,67,0,2
98809309,Female,Loyal Customer,44,Business Travel,Business,3435,0,14
98809310,Female,Loyal Customer,41,Business Travel,Business,1287,3,7
98809311,Female,Loyal Customer,21,Personal Travel,Eco,2077,7,0
98809312,Female,,52,Personal Travel,Eco,322,0,0
98809313,Female,Disloyal Customer,40,Business Travel,Business,1962,0,4
98809314,Male,Loyal Customer,51,Business Travel,Eco,1932,7,16
98809315,Male,Loyal Customer,33,Business Travel,Eco,1768,3,21
98809316,Female,Loyal Customer,29,Business Travel,Business,3321,0,0
98809317,Male,Loyal Customer,26,Personal Travel,Eco,1781,0,0
98809318,Female,Loyal Customer,39,Business Travel,Eco,1178,35,26
98809319,Male,Loyal Customer,48,Personal Travel,Business,239,0,0
98809320,Female,Loyal Customer,30,Business Travel,Business,1843,0,0
98809321,Male,Loyal Customer,57,Business Travel,Business,3447,0,0
98809322,Male,,29,Business Travel,Business,4762,0,9
98809323,Female,Loyal Customer,46,Business Travel,Eco,230,0,14
98809324,Female,Loyal Customer,56,Personal Travel,Eco,2017,137,151
98809325,Male,Loyal Customer,67,Personal Travel,Eco,1306,2,0
98809326,Male,,49,Business Travel,Business,1773,0,0
98809327,Female,Disloyal Customer,22,Business Travel,Eco,1935,0,0
98809328,Female,Loyal Customer,51,Business Travel,Eco,628,0,0
98809329,Female,Loyal Customer,37,Business Travel,Eco,1854,0,7
98809330,Female,Loyal Customer,24,Personal Travel,Business,2448,0,0
98809331,Female,Loyal Customer,49,Business Travel,Business,1977,0,0
98809332,Female,Loyal Customer,63,,Eco,217,0,0
98809333,Male,Loyal Customer,13,Personal Travel,Eco,2120,12,10
98809334,Female,,25,Business Travel,Business,2246,0,1
98809335,Male,Loyal Customer,28,Business Travel,Business,4555,85,104
98809336,Male,Loyal Customer,36,Personal Travel,Eco,2712,26,3
98809337,Female,Loyal Customer,57,,Business,858,0,0
98809338,Female,Disloyal Customer,36,Business Travel,Eco,1611,0,3
98809339,Female,Loyal Customer,23,Business Travel,Business,1651,0,0
98809340,Male,Loyal Customer,38,Personal Travel,Eco,1879,0,2
98809341,Female,Disloyal Customer,38,Business Travel,Eco,1904,18,4
98809342,Male,Loyal Customer,58,Business Travel,Business,3098,16,12
98809343,Female,Loyal Customer,55,Business Travel,Business,2013,15,33
98809344,Female,Loyal Customer,55,Business Travel,Eco,882,0,0
98809345,Female,Loyal Customer,10,Personal Travel,Eco,1217,115,120
98809346,Female,Loyal Customer,37,Business Travel,Business,1476,0,0
98809347,Female,Loyal Customer,54,Business Travel,Eco,115,0,0
98809348,Female,Loyal Customer,40,Personal Travel,Eco,2239,0,0
98809349,Male,Loyal Customer,57,,Business,1836,36,39
98809350,Female,Disloyal Customer,24,Business Travel,Eco,3044,12,0
98809351,Male,Loyal Customer,31,,Business,3416,0,5
98809352,Male,Loyal Customer,59,Personal Travel,Eco,2891,0,0
98809353,Female,,25,Business Travel,Business,1764,20,0
98809354,Female,Loyal Customer,31,Business Travel,Business,3318,0,0
98809355,Female,,51,Business Travel,Business,1983,9,0
98809356,Female,Loyal Customer,54,Business Travel,Business,1564,0,0
98809357,Male,Disloyal Customer,36,Business Travel,Eco,1654,0,0
98809358,Male,Loyal Customer,15,Personal Travel,Eco,1559,0,0
98809359,Female,Disloyal Customer,25,Business Travel,Eco,1362,0,0
98809360,Female,,23,Business Travel,Eco,1240,0,0
98809361,Female,Disloyal Customer,30,Business Travel,Eco,1961,0,0
98809362,Female,Loyal Customer,53,Business Travel,Eco,1229,0,13
98809363,Female,Loyal Customer,42,Business Travel,Eco,1031,52,61
98809364,Male,Loyal Customer,56,Business Travel,Business,318,0,0
98809365,Female,Loyal Customer,60,,Business,3362,0,3
98809366,Male,Loyal Customer,53,Personal Travel,Eco,1887,0,4
98809367,Female,Loyal Customer,31,Personal Travel,Eco,2075,2,2
98809368,Male,Loyal Customer,64,Personal Travel,Eco,2208,14,24
98809369,Male,Disloyal Customer,20,Business Travel,Eco,1749,37,33
98809370,Male,Loyal Customer,70,Personal Travel,Eco,1849,3,0
98809371,Male,Loyal Customer,47,,Eco,2236,0,0
98809372,Female,,62,Personal Travel,Eco,402,0,11
98809373,Female,Loyal Customer,42,,Business,553,3,0
98809374,Female,Loyal Customer,59,Business Travel,Business,2039,0,0
98809375,Male,Loyal Customer,63,Personal Travel,Eco,1548,0,0
98809376,Female,Disloyal Customer,52,Business Travel,Eco,2072,0,0
98809377,Male,Loyal Customer,49,Personal Travel,Eco,1810,0,2
98809378,Male,Loyal Customer,67,Personal Travel,Eco,3771,0,5
98809379,Male,Loyal Customer,30,Business Travel,Business,2259,0,0
98809380,Female,Loyal Customer,32,Business Travel,Business,2655,23,1
98809381,Female,,48,Business Travel,Business,2752,7,10
98809382,Female,Loyal Customer,44,Personal Travel,Eco,275,0,0
98809383,Male,Loyal Customer,11,Personal Travel,Eco,1273,0,0
98809384,Male,Loyal Customer,23,Business Travel,Business,4638,27,6
98809385,Female,Loyal Customer,48,Business Travel,Business,3752,60,47
98809386,Female,Loyal Customer,59,Business Travel,Business,112,8,3
98809387,Male,Loyal Customer,43,Business Travel,Business,2143,0,0
98809388,Female,Loyal Customer,8,Personal Travel,Eco,3360,0,0
98809389,Female,,26,Business Travel,Business,2196,0,0
98809390,Female,Disloyal Customer,28,Business Travel,Eco,2112,0,36
98809391,Female,Loyal Customer,18,Business Travel,Business,1898,0,0
98809392,Male,,49,Personal Travel,Eco,2288,0,0
98809393,Male,Disloyal Customer,34,Business Travel,Business,1761,0,0
98809394,Female,Loyal Customer,34,Business Travel,Business,1728,0,0
98809395,Female,Loyal Customer,34,Personal Travel,Eco,1346,0,0
98809396,Female,,59,Personal Travel,Eco,867,0,0
98809397,Female,Loyal Customer,59,Personal Travel,Eco,1111,0,0
98809398,Female,Disloyal Customer,28,Business Travel,Business,1673,0,0
98809399,Male,Loyal Customer,43,Business Travel,Business,4637,268,255
98809400,Female,Loyal Customer,35,Personal Travel,Eco,2114,0,11
98809401,Female,Loyal Customer,42,Business Travel,Business,610,0,0
98809402,Female,Loyal Customer,35,Business Travel,Business,945,0,0
98809403,Male,Loyal Customer,35,Personal Travel,Eco,2471,0,0
98809404,Male,Loyal Customer,54,Business Travel,Business,1692,17,19
